url,title,views,likes,dislikes,channel_name,publish_date,channel_subscriber_count
https://www.youtube.com/watch?v=okJdlAKc9VI,"Shahid Afridi Income, House, Cars, Lifestyle & Net Worth",1402368,4396,752,Celebrity News,Jun 14 2017,383K
https://www.youtube.com/watch?v=6PfxRTGqsXU,10 Indian Cricketers Who Were Poor | Success Stories | Hindi,3755509,38790,2073,5ocial,Apr 29 2017,568K
https://www.youtube.com/watch?v=5tAsXZnuDME,TOP 10 FASTEST BALLS BOWLED IN INTERNATIONAL CRICKET,6897442,33780,3453,TOP10 CRICKET,Sep 15 2017,346K
https://www.youtube.com/watch?v=VEHidPoEyJw,Pakistan vs Sri Lanka T20 Match 2009 (Rare),2505186,6513,1201,MSZ,Dec 20 2017,128K
https://www.youtube.com/watch?v=2mgOGt9lTYw,Shahid 'BOOM BOOM' Afridi CAMEO + SHOCKING 3rd Umpire Decision!!!,1462248,3712,722,Trevor Byers Cricket,Jul 28 2015,235K
https://www.youtube.com/watch?v=hlwywB2OZHs,JONTY RHODES ●TOP 5 ● IMPOSSIBLE CATCHES (Best Fielding Skills In Cricket [EVER]) (HD),3478082,12878,1307,Player Fays,Jan 17 2018,11K
https://www.youtube.com/watch?v=ELtyFdsheAc,Shahid 'BOOM BOOM' Afridi 29 OFF 10 Balls vs Australia 2009/10 HD,1951653,4492,995,Trevor Byers Cricket,Oct 12 2011,235K
https://www.youtube.com/watch?v=MrsRN07EnJw,The King Of Swing At His Best: Anderson Takes Brilliant 7-43 v New Zealand 2008 - Full Highlights,1492993,11312,616,England &amp Wales Cricket Board,Mar 26 2018,782K
https://www.youtube.com/watch?v=FMYYzhEQdyg,The Kapil Sharma Show - Wasim Akram telling funny cricket moments,1972930,10285,609,Creativity Innovation Entertainments,Nov 6 2017,144K
https://www.youtube.com/watch?v=7OlJ2tNIZOk,Top 7 Biggest Cheating Moments in Cricket History Ever | Worst Cheating in Cricket | Cric Star,3502470,9169,3198,Cric Star,May 31 2018,
https://www.youtube.com/watch?v=OoI57NeMwCc,At the Hospital | Funny Clip | Mr. Bean Official,83964339,221550,33872,Mr Bean,Aug 25 2009,8.1M
https://www.youtube.com/watch?v=pmToiLGmZoc,Top 3 Hat tricks by Indian Players !!!,9597648,43778,3526,I Love Cricket,Aug 1 2016,715K
https://www.youtube.com/watch?v=-gImHMFmj_k,SACHIN vs McGrath - This is Why We call SACHIN - GOD OF CRICKET ( He reply with BAT ),8655940,30345,3727,CricketCloud,Dec 14 2016,372K
https://www.youtube.com/watch?v=F7hxUFPuxJA,Pakistan vs New Zealand 1992 World Cup Semi Final Highlights HD (Rare),1853805,5103,974,MSZ,Feb 18 2018,128K
https://www.youtube.com/watch?v=AY23BXu2nQE,Shoaib Akhtar BRUTAL BOUNCER to Shane Watson 2002 GABBA,7911908,15329,1774,robelinda2,Apr 20 2012,339K
https://www.youtube.com/watch?v=kdUbPvpQDhE,Lionel Messi ● The Top 10 Goals Ever with Argentina [2005-2015] ||HD||,4560309,22066,1727,Messi Magic™,Jun 28 2016,770K
https://www.youtube.com/watch?v=Un8UbN97vp8,Top 10 Insane Swing Balls in Cricket History | Most Insane Swing Balls | Best Swing Bowling,3682132,13409,3544,cricket skills,Jan 13 2018,
https://www.youtube.com/watch?v=zJwvd6PTXd8,Shoaib Akhtar Bowling After 5 Years and it's Amazing | Shoaib and Sachin Team Up,11691556,32577,2701,The Comedy Place,Sep 17 2016,33K
https://www.youtube.com/watch?v=yhfnWjp7OL8,"Yuvraj Singh 12 balls fifty, world record!!!!   ravindar nagar",4800439,21073,2767,PAPPI GURJAR,Apr 2 2016,18K
https://www.youtube.com/watch?v=r2gFrIPnuP4,Super Over || Pakistan Vs Australia || 2nd T20 Match || 2012,794611,3227,810,PTV Cricket,Apr 19 2018,
https://www.youtube.com/watch?v=-s1MJOB7pWA,Andy Grammer - The Good Parts Tour,1118,14,5,Live Nation Clubs and Theaters,Jul 2 2018,12K
https://www.youtube.com/watch?v=vpR-6tcHdJM,Top 10 Best Yorkers In Cricket Ever 2018 | Destructive Yorkers | AG Flex HD,3760851,29003,2500,AG Flex HD,Dec 16 2017,144K
https://www.youtube.com/watch?v=iGV-qovDjGQ,From The Vault: Amir bags five at the 'G,387464,2495,156,cricket.com.au,Sep 19 2016,729K
https://www.youtube.com/watch?v=6rzlfG6Xkg0,England Smash World Record 481-6 | England v Australia 3rd ODI 2018 - Highlights,10309275,67602,4912,England &amp Wales Cricket Board,Jun 19 2018,782K
https://www.youtube.com/watch?v=bRQ-S4LFGzg,"Shaun ""The Wild Thing"" Tait - Very Fast Over vs Pakistan MCG T20 2009/10 HD",3493770,15094,546,Trevor Byers Cricket,Jul 30 2011,235K
https://www.youtube.com/watch?v=FbxQN2kqMTM,Best 50 Catches in Cricket Ever || Thanks for 50K Subcribers ||,9308167,37875,4966,RangeRIX,Sep 17 2017,262K
https://www.youtube.com/watch?v=YMFhnBPoUrg,From the Vault: Super Starc dominates the Windies,528991,4686,173,cricket.com.au,Jun 13 2016,729K
https://www.youtube.com/watch?v=bu4zPJbekes,shahid khan afridi vs hassan ali in t10 cricket league 2018,452111,1454,260,Al Barkah public highSchool KhairPurTewali,Dec 17 2017,1.9K
https://www.youtube.com/watch?v=dvH5czCokG8,AUSTRALIA vs. WORLD XI 2005 - 2nd ODI FULL HIGHLIGHTS,4472602,10638,1972,Trevor Byers Cricket,Sep 11 2015,235K
https://www.youtube.com/watch?v=z8Y4jYR5eys,Mitchell Johnson vs Kevin Pietersen The Ashes 2013,2388035,6078,533,tugga87,Dec 27 2013,24K
https://www.youtube.com/watch?v=yX06uHNmPtE,Shoaib Akhtar vs Brett Lee | Who's The Greatest?,1364595,6640,651,Lord's Cricket Ground,Oct 19 2015,167K
https://www.youtube.com/watch?v=UgBnHxWnylQ,"Funny Ball Boys vs Cricket Players Compilation || Funny Fails,Cricket Fights||2017",2211548,11136,1034,CRICKET 360,Jul 4 2017,276K
https://www.youtube.com/watch?v=6MO--7vi9GI,Sharjeel Khan 74 Runs Off 47 Balls vs Australia - Pakistan vs Australia 4th ODI 2017,596154,2485,271,Cricket Highlights,Jan 16 2018,
https://www.youtube.com/watch?v=zpHGzIHCoCA,ICC #WT20 Australia vs Pakistan Match Highlights,6532511,12372,2216,ICC,Mar 25 2016,975K
https://www.youtube.com/watch?v=Jy1zJR2rxRQ,IND VS BAN FINAL T-20 MATCH 2018 HIGHLIGHT :  DINESH KARTHIK - Last 2 Overs - 34 Runs in 12 Balls,20574024,118409,15256,The SAK Tv,Mar 18 2018,
https://www.youtube.com/watch?v=ulo5zTuV_hc,Wasim Akram- The King Of Swing !!,10868939,25445,2403,Faraz Jafri,Nov 6 2007,8.4K
https://www.youtube.com/watch?v=YKhu2Uqmh00,"Best cricket match in the history of tapeball cricket, Khuram Chakwal vs Achi but, 2018 sialkot",217006,2236,186,Sports PK,Jun 3 2018,3.2K
https://www.youtube.com/watch?v=_mzg642fqlg,Ind vs Aus 2nd ODI Highlights - India Chase Down 360-1 | Rohit Sharma 141 | Virat Kohli Fastest 100,7586288,35975,3811,CricHighlightsVidz,Feb 20 2018,167K
https://www.youtube.com/watch?v=95_g7outEn0,Lewis Hits Stunning 176 Before Buttler And Ali Fight Back - England v West Indies 4th ODI 2017,2611628,10286,1147,England &amp Wales Cricket Board,Sep 27 2017,782K
https://www.youtube.com/watch?v=VZ555bstHd4,Sachin Sehwag massive destruction!!! Cricket All Star Highlights || RS ||,5686575,24622,2109,Raw Studio,Nov 12 2016,24K
https://www.youtube.com/watch?v=P4lWyOk6wj0,Flintoff's Magic Over To Ponting: 2nd Ashes Test Edgbaston 2005 - Full Coverage,649059,3433,345,England &amp Wales Cricket Board,Dec 25 2017,782K
https://www.youtube.com/watch?v=c-EU5FxQwjI,Portugal vs Estonia 7-0 | All Goals & Extended Highlights,4783954,25062,2758,mr bundesteam,Jun 9 2018,660K
https://www.youtube.com/watch?v=2iBVBRBGwF0,Sharjah Cup 1999 | PAK VS IND | Highlights,5127085,10968,4252,Ptv Sports Official,Jun 1 2017,1.2M
https://www.youtube.com/watch?v=c1SVcjYY6TE,"20 Goals If they were not filmed, nobody would believe them",32189684,,,DNpro,Jul 27 2017,522K
https://www.youtube.com/watch?v=_bwcnWQXU3U,Heart Breaking Last Overs in Cricket History,1708632,8465,1308,Cricket Videos,Sep 22 2017,134K
https://www.youtube.com/watch?v=VirojGTlssY,Bangladesh vs Sri Lanka Highlights | 1st T20 | 2018,1768881,6857,963,Rabbitholebd Sports,Feb 15 2018,487K
https://www.youtube.com/watch?v=3cn-foKjoYc,Pan Xiaoting 潘晓婷 vs. Ronnie O'Sullivan | Exhibition 9 Ball,18046690,32007,8433,Billiards Magic,Apr 14 2017,
https://www.youtube.com/watch?v=-jxn9oXUN0E,England's Thrilling Win Seals Series Against South Africa – England v South Africa 2nd ODI 2017,1570778,6377,772,England &amp Wales Cricket Board,May 28 2017,782K
https://www.youtube.com/watch?v=QZdJeoYkpps,Great Drama As Buttler Ton Seals Historic Whitewash | England v Australia 5th ODI 2018 - Highlights,2598410,22382,1357,England &amp Wales Cricket Board,Jun 24 2018,782K
https://www.youtube.com/watch?v=1VIn-hMLOwA,TOP 10 MOMENTS THAT CHANGED INDIAN CRICKET HISTORY FOREVER,1059599,10959,391,TOP10 INSANE - Cricket,Jun 4 2017,353K
https://www.youtube.com/watch?v=TDd90yoOiVc,Notts Do White Ball Double | Highlights | Blasts From The Past | Episode 5,53547,610,35,England &amp Wales Cricket Board,Jul 9 2018,782K
https://www.youtube.com/watch?v=cDP_qw5JA8E,Pakistan vs Australia Shahid Afridi crazy Batting vs Shane Watson  in test match,1304083,5173,840,Cricket Highlights,Oct 24 2017,
https://www.youtube.com/watch?v=NZ-rkOY8sTY,Top 10 Best Bowled Wickets by Shoaib Akhtar in Cricket History of all Times,2656899,25535,1545,TOP10 CRICKET,Jul 7 2017,346K
https://www.youtube.com/watch?v=ClSL6wRYSIY,Shahid Afridi 48 vs Australia 2009/10 HD,3546756,6452,1191,Trevor Byers Cricket,Jul 18 2011,235K
https://www.youtube.com/watch?v=xJBwzvd5T7E,Final Over- Pakistan vs India Asia Cup 2014,1193129,6603,931,Syed Ali Samama Rizvi,Apr 30 2017,5.4K
https://www.youtube.com/watch?v=91YGsDA4Ejo,Kapil Annoys His Teacher | Comedy Circus Ka Naya Daur,12259737,50949,5365,SET India,Dec 18 2017,26M
https://www.youtube.com/watch?v=uwpPZCJl6_Q,Shahid 'BOOM BOOM' Afridi 5/35 vs Sri Lanka 4th ODI 2011,1711690,3865,574,Trevor Byers Cricket,Nov 23 2011,235K
https://www.youtube.com/watch?v=BobDjZcxim8,"Shahid Afridi get's Laxman,Ganguly & Tendulkar in a fantastic spell of Bowling vs India 2005",1182984,4453,322,Trevor Byers Cricket,Feb 15 2011,235K
https://www.youtube.com/watch?v=iSc5ZkFlrtI,کامران اکمل کی قیصر پیا کو ایسی جگت کہ وہ خود بھی ہنسی پر قابو نہ پا سکے۔۔۔,2242667,10734,1421,Mazaaq Raat Official,May 27 2017,835K
https://www.youtube.com/watch?v=WJgWDFSpT8Y,Shahid Afridi Amazing 100 vs New Zealand Sharjah Cup 2001 2002(Super rare),781538,2180,267,Straight Drive,Sep 28 2017,148K
https://www.youtube.com/watch?v=Ow4J5nxJ388,ICC #WT20 - India vs Pakistan  Match Highlights,17368454,32739,5310,ICC,Mar 19 2016,975K
https://www.youtube.com/watch?v=nYSNB_tWeiI,"Amazing Life Story of Boom Boom Shahid Afridi, All the Time Great All Rounder of Pakistan Urdu/Hindi",401586,4606,322,Asif Ali TV,Apr 29 2017,575K
https://www.youtube.com/watch?v=vEXaDta1iyY,kusal janith the best left hand striker,225254,935,81,priyankara indunil,Dec 15 2013,797
https://www.youtube.com/watch?v=z4l_KZZFbbs,the best oppning plyer of pakistan imran nazir sixes,2920391,6950,688,myhitit,Jun 10 2009,4.5K
https://www.youtube.com/watch?v=A8TPQAdWwBQ,Best Catches in Cricket History! Best Acrobatic Catches! PART-2 (Please comment the best catch),15595761,40523,6793,CricketCloud,Aug 25 2016,372K
https://www.youtube.com/watch?v=czziAbc4QCk,Pakistan vs England 1st t20 2012 thrilling Finish,2207573,7632,2080,Straight Drive,Sep 14 2017,148K
https://www.youtube.com/watch?v=qK1QapVJ18Q,Shahid Afridi Perfect Revenge By Muralitharan - First Match Humiliated Second Match 6 6 4 6 6 6 4,551255,1920,301,PTV Cricket,Jun 17 2018,
https://www.youtube.com/watch?v=7JWNWxcb-JI,Highlights: 3rd ODI at Dambulla - Sri Lanka v Pakistan 2014,538168,1354,275,Sri Lanka Cricket,Aug 31 2014,183K
https://www.youtube.com/watch?v=vJ1g1UjE5SQ,Kamran Akmal Finest Match Saving Inning against India at Mohali,251412,1321,107,Cricket Thrill,Nov 19 2016,
https://www.youtube.com/watch?v=65JYKa1Hw6U,Pakistan Miracle Victory Against Sri Lanka 4th ODI 2011 at Sharjah,2546683,8088,1608,Straight Drive,Sep 13 2017,148K
https://www.youtube.com/watch?v=6kohALTIaJc,M AMIR vs M STARC | THE SWINGING-BULLETS | DEADLY YORKERS | HD,132075,1123,76,Sports Jin,Jun 22 2017,1.1K
https://www.youtube.com/watch?v=H3YTEO4p1rg,Reasons behind Imran Khan's historical decision call back Srikant to bat,350731,927,111,Life Channel,Dec 15 2017,23K
https://www.youtube.com/watch?v=GLzcs06Sl80,TOP 8 Funny Dropped Catches in Cricket History of All Time | EASY DROPPED CATCHES IN CRICKET |,2157126,6923,1359,cricket skills,Mar 5 2018,
https://www.youtube.com/watch?v=TWcspj4y0nw,Passion Of Shahid Afridi,944859,3869,165,Mehmood Ul Hasan,Jan 12 2011,1.1K
https://www.youtube.com/watch?v=6E4_vTtV204,The fastest bowler ever ►►Shoaib Akhtar broken stumps compilation !!,2518631,7806,847,suhass997 Cricket,Jul 1 2016,174K
https://www.youtube.com/watch?v=Zyi9QUB-fyo,[No Copyright Music] Smells Like Summer - Del,587150,5936,106,Audio Library – No Copyright Music,Jun 28 2017,1.3M
https://www.youtube.com/watch?v=t8cziHtoKPU,india pakistan bowl out,3152690,21945,2306,Rajesh Vasanth,Aug 17 2009,12K
https://www.youtube.com/watch?v=QioMJoKyzcw,RCB Team IPL 2019|| Royal Challenger Bangluru Team Squad IPL 2019||,238765,2161,498,Dhaker Cricket,May 30 2018,
https://www.youtube.com/watch?v=503XIsrTQlo,"10,000 साल बाद हमारा भविष्य कैसा होगा ? || 10,000 YEARS INTO THE FUTURE IN 10 MINUTES",3674223,69721,15421,StoryPedia,Mar 25 2018,625K
https://www.youtube.com/watch?v=hL7fy0hS-sc,"10 भारतीय जिनके पास है दुनिया की महंगी कारें, पांचवे नंबर को देखकर चौंक जाएगे आप भी",1983759,17159,2221,MFY News,Jul 7 2017,312K
https://www.youtube.com/watch?v=2e46kqT6vn8,Double Centuries in ODI Cricket | 3 Indians are in List | Rohit Sharma scored Two Double Centuries,783610,5418,721,Cricket News Daily,Jul 13 2017,25K
https://www.youtube.com/watch?v=tYWPFqAtzfc,Yuvraj Sixes vs Dhoni six,6030885,34224,3220,cricket lovers S,Sep 15 2015,28K
https://www.youtube.com/watch?v=Ylk5wslss4M,Orange Cap Winners of All IPL Seasons from 2008 to 2017,3267191,19990,2426,TSK Space,Feb 5 2018,70K
https://www.youtube.com/watch?v=_6hVcViP950,टी-20 क्रिकेट के सबसे तेज शतक | Fastest century of T20 cricket | Hindi Education,752629,7036,1113,Hindi Education,Jan 17 2018,332K
https://www.youtube.com/watch?v=exKnYSXJVxk,Cricket Batting Records- Worlds Top Batsman- Most Run Scorers,292806,1773,263,New Horizon,Nov 20 2017,42K
https://www.youtube.com/watch?v=QD2hxpQd_b0,"Nidahas Trophy 2018 Final Match, Final Over - India vs Bangladesh",8421315,62757,5079,Sri Lanka Cricket,May 11 2018,183K
https://www.youtube.com/watch?v=DZu1z2kpkXc,#10 Worst Deliveries In Cricket History Of All Time,3295946,15426,2867,PTV Cricket,Feb 12 2018,
https://www.youtube.com/watch?v=RT3h5fleAjE,ISHANT SHARMA vs RICKY PONTING 2008- The legendary Perth Spell which drove India to victory,1280289,7035,749,suhass997 Cricket,Jun 15 2018,174K
https://www.youtube.com/watch?v=YpLD58BNALM,Under 19 Cricket World Cup Winners List From 1988 to 2018,1636494,8015,1009,TSK Space,Feb 4 2018,70K
https://www.youtube.com/watch?v=zjyW2nLmdFk,10 Cricket Legends of all time | Exclusive |,2215279,7288,1547,ACE,Nov 4 2016,100K
https://www.youtube.com/watch?v=a2zykcX9fgg,The deadly bouncers in cricket history of all times ! Killer Bouncer on Face  !,716,21,0,Atique Rahman,Oct 21 2016,
https://www.youtube.com/watch?v=akOOdA-J6hE,Glenn Maxwell 100 Runs in 19 Balls ! World Biggest Cricket Highlights Ever 2018_100 Runs in 19 Balls,51016,132,30,Atique Rahman,Oct 19 2016,
https://www.youtube.com/watch?v=S8uKNT2HckA,,,,,,,
https://www.youtube.com/watch?v=75IO4tEF7aQ,,,,,,,
https://www.youtube.com/watch?v=bzIY8Et837E,Cricket History ! sixes out of stadium ! Longest and Biggest sixes in Cricket History Ever ( HD ),7735,60,7,Atique Rahman,Oct 18 2016,
https://www.youtube.com/watch?v=xsS_Fo-jOOw,"10 FAMOUS GOALS - IMPOSSIBLE TO FORGET (Messi,Neymar,Ronaldo..)",34414870,148726,15847,FunChannel,Aug 27 2017,740K
https://www.youtube.com/watch?v=pTcgQPIoTUc,Top 5 longest sixes in world cricket,12406466,61166,10251,CricFast,Jul 23 2017,82K
https://www.youtube.com/watch?v=1o1RfH3rN80,Gopal Bhar (Bangla) - গোপাল ভার (Bengali) - Ep 281 - Shree Mukher Hasi,1811565,4941,1247,Sony AATH,Jul 24 2016,1.3M
https://www.youtube.com/watch?v=1zl2ZuHO03I,20 Stupid Goalkeeper Mistakes In Football - Goalkeeping Fails,7969170,18312,3633,ShishiR,Apr 27 2018,299K
https://www.youtube.com/watch?v=50kk2Ifb2BQ,MS Dhoni Breaks Down Celebrating CSK IPL Victory With Wife Sakshi & Daughter Ziva,1083019,6321,790,Home Bollywud,May 27 2018,1.3M
https://www.youtube.com/watch?v=-J5EIGfC1c0,CSK VS RCB Super Sixes Challenge - VIVO IPL,10295147,26752,6577,Sports Blast,Apr 15 2018,
https://www.youtube.com/watch?v=A98Wz9N_JZM,Crazy Snooker Shots - HotSnooker,5196603,6019,2029,HotSnooker,Feb 10 2015,18K
https://www.youtube.com/watch?v=svVfo34U4iI,Top 20 Ronaldo Goals That Shocked The World,6213979,31642,2191,mr bundesteam,Nov 29 2017,660K
https://www.youtube.com/watch?v=qfGkd6BhsCY,مچھوارا اور اس کی بیوی | The Fisherman and His Wife in Urdu | Stories in Urdu | Urdu Fairy Tales,1877224,6139,1602,Urdu Fairy Tales,Jun 14 2018,406K
https://www.youtube.com/watch?v=zMTTWUIY-Dk,Aaron Finch 156 Off 63 - Highest Ever IT20 Score | Full Highlights,901092,5755,562,England &amp Wales Cricket Board,Jun 14 2018,782K
https://www.youtube.com/watch?v=aBQDcBh0TzE,Shoaib Akhtar Craziest Over to Ricky Ponting,474431,1549,235,Cricket Thrill,Sep 4 2016,
https://www.youtube.com/watch?v=xyYIxzD7jIg,Top 5 Worst cheating Umpire decision in cricket history,10196111,17862,5969,TOP 5 LIST,Dec 29 2016,
https://www.youtube.com/watch?v=caMkwhVgi-s,10 Amazing Wild Animals Found In Pakistan - Urdu,666454,7993,680,PakiHolic,Nov 7 2016,79K
https://www.youtube.com/watch?v=TDg9I2EOC78,Top Ten Richest People in Pakistan - Urdu,1162094,13230,1413,PakiHolic,Mar 2 2017,79K
https://www.youtube.com/watch?v=1uz2wdA9K4A,जानिए दुनिया के नये सात अजूबों के बारे में Learn About The New Seven Wonders Of The World,8926562,76475,6891,Curiosity Guide - जिज्ञासा समाधान,Mar 5 2017,356K
https://www.youtube.com/watch?v=H5YSTlvBVWE,10 Must Visit Places in Islamabad - Urdu,538221,7972,470,PakiHolic,Nov 4 2016,79K
https://www.youtube.com/watch?v=MWfslx4_PJA,Top 10 Goalscorers in Football 2017/2018,5917274,33915,3468,JavierNathaniel,Apr 30 2018,1.4M
https://www.youtube.com/watch?v=EkNUVGs07fA,Top Ten Achievements of General Raheel Sharif  - Urdu,62577,1927,73,PakiHolic,Nov 28 2016,79K
https://www.youtube.com/watch?v=LtgHf51-i4U,Australia vs Kenya 2003 World Cup Highlights,2178170,6217,1560,Trevor Byers Cricket,Jun 25 2011,235K
https://www.youtube.com/watch?v=ms9Y3xB1HCw,850 Logun Ka Mulk  --  Smallest Countries in the World,337854,3420,226,Reality Tv,Mar 8 2018,490K
https://www.youtube.com/watch?v=VaWm6WQuHqg,Top 10 Most Popular Cricketers of Pakistan Cricket History - Urdu,164044,2909,300,PakiHolic,Apr 30 2017,79K
https://www.youtube.com/watch?v=5621orBQHWo,"Virat Kohli Lifestyle, School, Girlfriend, House, Cars, Net Worth, Family, Biography 2018",719340,6685,602,Celebrity Facts,Dec 10 2017,
https://www.youtube.com/watch?v=tuBaXvBpr0w,India ke Sabse Amir Aadmi Mukesh Ambani Ki Shan O Shaukat,7481779,10648,3716,India News and Entertainment World,Jul 7 2015,215K
https://www.youtube.com/watch?v=fpA_G4Ss-VE,Taimoor mirza 5 six in 1 over Sadiqabad #Tapeball_Cricket,136568,530,114,AJK Cricket,Nov 1 2017,6.9K
https://www.youtube.com/watch?v=3gIq6zGbNt0,20 Famous Free Kicks ● Impossible To Forget,15547054,51080,4999,Wrzzer,Jul 3 2017,2.5M
https://www.youtube.com/watch?v=cJ2QDacCzLU,Fastest 11 ball fifty in Cricket: Arslan Achi Butt Gujrat: Tapeball Pakistan,24142,214,12,Smarter Knowledge,May 10 2018,21K
https://www.youtube.com/watch?v=V24QbJ12wwo,Pakhtoons vs Bengal Tigers T10 Cricket League 2017 Full Highlights - HD 720 - Afghan Plus Videos,1004939,3353,676,Plus Videos,Dec 18 2017,15K
https://www.youtube.com/watch?v=4B2HtYH2dlQ,how to tape a tennis ball for Cricket : Taping tennis ball,274234,2237,1101,Asafhow,May 19 2018,4.8K
https://www.youtube.com/watch?v=zBrWuIM-d-0,The Very Best Cricketing Moments | India vs Pakistan | Vol 1,3067213,8795,2238,WeSpeakCricket,Aug 4 2017,252K
https://www.youtube.com/watch?v=PFA-RmV_wG0,BEST Magic Show in the world - Genius Rubik's Cube Magician America's Got Talent,39154247,304171,10810,Len Ken,Sep 29 2016,1.6M
https://www.youtube.com/watch?v=pssQMqaGp7g,SHOCKING TOUCH MOVE BLUNDER! MAGNUS CARLSEN LOSES TO BORIS SAVCHENKO | WORLD BLITZ CHAMPIONSHIP 2010,2061533,6966,1156,Chess Studio,Oct 11 2017,37K
https://www.youtube.com/watch?v=Q8XhKyCvCZ8,5 Times Ronaldo Substituted & Changed The Game,6716349,28953,3877,mr bundesteam,Oct 10 2017,660K
https://www.youtube.com/watch?v=Mkr8cWe0QQ8,#10 MS DHONI's ULTIMATE SKILLS CAUGHT ON CAMERA | Updated 2018,4141768,29128,2315,TOP10 CRICKET,Apr 5 2018,346K
https://www.youtube.com/watch?v=GuC2PqCuL7Q,TOP 10 WORST RUN OUTS IN CRICKET HISTORY | 2016,1368489,3690,678,TOP10 INSANE - Cricket,Jul 24 2016,353K
https://www.youtube.com/watch?v=Dh2G5c1MuuI,"Chris Gayle Batting Fastest Fifty, & Longest Six in Cricket History , 50 runs of 12 balls ( HD )",13255551,72067,9595,Atique Rahman,Oct 27 2016,
https://www.youtube.com/watch?v=BYylrFQjTaY,"Jasprit Bumrah's First 5-Wicket Haul Demolishes Sri Lanka - 3rd ODI - 27th August, 2017",3575738,14904,1540,SPNSportsIndia,Sep 2 2017,643K
https://www.youtube.com/watch?v=mSpXxxld4o8,Chhota Bheem & Mighty Raju - IPL T20 Cricket Match,27856326,52252,14650,Green Gold,Apr 7 2016,3.3M
https://www.youtube.com/watch?v=LdBRwEWkuMs,Worst bowling in cricket history!,981145,4592,516,The Hardworking Lazies,Sep 5 2016,39K
https://www.youtube.com/watch?v=xQzWN57YL3k,When revenge takes place in cricket (IND & PAK),615758,,,Hamza Manzoor,Jul 26 2017,2.8K
https://www.youtube.com/watch?v=3oAE9MK2rm4,13 Acrobatic Boundary Catches in Cricket,6311169,25241,2164,RangeRIX,Sep 29 2017,262K
https://www.youtube.com/watch?v=ihrjcniapuA,13 Fantastic Run Outs in Cricket Ever 🤨 Impossible Run Outs 🤨,8398788,20412,3246,RangeRIX,Dec 30 2017,262K
https://www.youtube.com/watch?v=EJkNBr1gdjY,"KKR vs RCB: Virat, AB guide RCB to easy win",7456509,19633,3027,hotstar,May 16 2016,944K
